id,name
190,gregory j dick
191,jeffrey c lagarias
192,jose a diaz
193,yuni k dewaraja
194,joerg lahann
195,qian dong
196,kevin j dombkowski
197,jonathan d trobe
198,martin myers
199,harm derksen
200,suzanne f bradley
201,jennifer l bragg-gresham
202,enrico landi
203,kenneth m langa
204,hiroko dodge
205,robert j denver
206,saravana m dhanasekaran
207,troy m labounty
208,raymond c trievel
209,sharlene m day
210,mark l day
211,patricia j deldin
212,carol r bradford
213,charles burant
214,edward f domino
215,john r traynor
216,darren l de zeeuw
217,gabor toth
218,kayvan najarian
219,maria muzik
220,martijn l muller
221,steven r buchman
222,carol j boyd
223,robert m bradley
224,david f dolan
225,billy tsai
226,fan meng
227,james f burke
228,scott d swanson
229,gregory a yanik
230,alan sugar
231,duxin sun
232,ralph t yang
233,jing sun
234,prachi agarwal
235,james e swain
236,mark m zalupski
237,victor p yanovsky
238,fred c adams
239,caroline s blaum
240,jeanne a stuckey
241,euisik yoon
242,yi sun
243,dennis k bishop
244,peter adriaens
245,michael m sutton
246,richard d swartz
247,margit burmeister
248,raj rao nadakuditi
249,steven l britton
250,jens-christian d meiners
251,aniruddha deb
252,john y kuwada
253,tomomi tobai
254,thomas m braun
255,hui deng
256,kwok l lam
257,susan l murphy
258,karin m muraszko
259,john o delancey
260,knute j nadelhoffer
261,brian denton
262,michael j brenner
263,cagliyan kurdak
264,k m jairam menon
265,edward l stuenkel
266,geoffrey g murphy
267,richard kj brown
268,charles l brooks iii
269,chad m brummett
270,andrzej a dlugosz
271,michael a dipietro
272,joseph l bull
273,christopher w dick
274,diann e brei
275,carol c menassa
276,lawrence f bielak
277,kai sun
278,eric w young
279,grace l su
280,steven abcouwer
281,julie s biteen
282,linas a bieliauskas
283,martha m funnell
284,daniel t eitzman
285,gregory tarle
286,henry sodano
287,alfred franzblau
288,claire s duvernoy
289,alan tait
290,isaac r francis
291,julia adler-milstein
292,ya sha yi
293,steven a telian
294,mary a bittner
295,james s freudenberg
296,john montgomery
297,yun li
298,goncalo abecasis
299,henry a buchtel
300,rajan p nair
301,john j voorhees
302,yongqing li
303,maya m hammoud
304,yi li
305,douglas r fullen
306,zhongrui li
307,ted a skolarus
308,hussam k el-kashlan
309,brant e fries
310,james a slavin
311,kenneth c hansen
312,shuichi takayama
313,alexander g thomas
314,david a hanauer
315,timothy l hall
316,ben q li
317,renny t franceschi
318,khaled s hafez
319,victor c li
320,jacqui smith
321,charlotte m mistretta
322,jersey liang
323,nick ellis
324,joshua d berke
325,chandan kumar
326,randolph m nesse
327,michael j imperiale
328,mark w newman
329,selim s awad
330,rishindra m reddy
331,peter arvan
332,patricia a reuter-lorenz
333,michael j shea
334,marshal shlafer
335,phoebe c ellsworth
336,scott e regenbogen
337,john a shaw
338,john f whitaker
339,simon j evans
340,michael r elliott
341,paul e berry
342,cynthia m arslanian-engoren
343,duane w newton
344,thore j bergman
345,william g axinn
346,ernesto bernal-mizrachi
347,hollis d showalter
348,hero k hussain
349,steven j bernstein
350,gregory j ensing
351,todd m austin
352,august evrard
353,luis p bernal
354,sherif el-tawil
355,ramon berguer
356,james h ellis
357,shaun kunisaki
358,gary b huffnagle
359,barbara d reed
360,michael e razzoog
361,homer a neal
362,john a faulkner
363,peter mancuso
364,karl m krushelnick
365,david h sherman
366,anthony w opipari jr
367,stephen a ernst
368,daniel p ferris
369,robert w o'rourke
370,john f mansfield
371,gabor orosz
372,elisha p renne
373,vallerie mclaughlin
374,sheila m marcus
375,z m mao
376,ariella shikanov
377,robert c welsh
378,james d engel
379,kevin j kubarych
380,michael m bernitsas
381,john f mccarthy
382,muhammad n aslam
383,pratima sharma
384,john e mcgillicuddy
385,richard g ohye
386,bradford g orr
387,dee e fenner
388,john j osterholzer
389,david p fessell
390,carrie r ferrario
391,sheryl l olson
392,mark b orringer
393,eva l feldman
394,ward b manchester iv
395,igor l markov
396,shobha v malviya
397,sami malek
398,xudong fan
399,paul e mckeever
400,david o ferguson
401,frances a farley
402,simeone marino
403,bishr omary
404,thomas a moore
405,marie s o'neill
406,james varani
407,michael j coffey
408,raymond j hutchinson
409,eric f bell
410,selim esedoglu
411,john c magee
412,cynthia l marcelo
413,kent j johnson
414,jan ching chun hu
415,qiming jin
416,haoming zhang
417,hakan oral
418,cathleen m connell
419,lili zhao
420,hari s conjeevaram
421,robert t kennedy
422,ethan f kross
423,l r huesmann
424,james k wight
425,naohiro inohara
426,omer berenfeld
427,jill b becker
428,alexey nesvizhskii
429,kathleen l collins
430,bret a hughes
431,max shtein
432,nouri neamati
433,bin nan
434,ken inoki
435,brian d athey
436,adnan k shaout
437,john k bentley
438,john w wiley
439,elena rasia
440,james a knol
441,marschall s runge
442,mark g flanner
443,joseph r custer
444,kathleen r cho
445,toni c antonucci
446,sriram venneti
447,lazar j greenfield
448,erik rp zuiderweg
449,amy m kilbourne
450,david r dowling
451,gary j fisher
452,rudi ansbacher
453,lennard a fisk
454,hwajung choi
455,tae-hwa chun
456,david antonetti
457,shelly b flagel
458,steven e clark
459,peter k henke
460,joseph i helman
461,deborah s wagner
462,kate d fitzgerald
463,samantha k hendren
464,christopher d parkinson
465,kristen j verhey
466,kevin r flaherty
467,vikram shakkottai
468,marc peters-golden
469,pamela davis-kean
470,randy j seeley
471,william w roberts
472,daniel j klionsky
473,kazuhiro saitou
474,benjamin viglianti
475,gabriela j gorelik
476,mary ellen a hernandez
477,barry g rabe
478,terry e robinson
479,jeffrey h ruth
480,diane m robins
481,jamie d phillips
482,mark d pearlman
483,david m raffel
484,douglas o richstone
485,scott j peltier
486,thomas g robins
487,steven j wright
488,william t dauer
489,david h kohn
490,benjamin m segal
491,lawrence m seiford
492,raoul kopelman
493,sagar parikh
494,matthew m davis
495,daniel s levin
496,sung k park
497,daniel rabosky
498,alexey kondrashov
499,leslie e quint
500,yin-long qiu
501,martin a philbert
502,jeffrey s moyer
503,patricia l robertson
504,david s sept
505,michael s sabel
506,john t lehman
507,celina g kleer
508,keith riles
509,mark d peterson
510,karen kluin
511,ronald j koenig
512,nair rodriguez-hornedo
513,robert a koeppe
514,rajesh rao
515,andrew d martin
516,susan urba
517,deborah l gumucio
518,susan t lepri
519,mohammad ghaziuddin
520,richard (dick) gustafson
521,meredith a morgan
522,erdogan gulari
523,zhaohui xu
524,katharine f barald
525,fred morady
526,jifeng zhang
527,akinlolu o ojo
528,valerie p opipari
529,jonathan b mchugh
530,yoichi osawa
531,krit jongnarangsin
532,daniel p keating
533,akira ono
534,patrick w mclaughlin
535,edwin olson
536,yang zhang
537,elif a oral
538,tae-ju oh
539,robert c hyzy
540,mark d hunter
541,keren sharon
542,ilona e kryczek
543,jean t shope
544,pei-cheng ku
545,mark t reynolds
546,david l reuss
547,ghassan t kridli
548,bruce g redman
549,daniel axelrod
550,ella m atkins
551,daniel j inman
552,roger c wiggins
553,amy m shanks
554,eric s white
555,kenneth resnicow
556,julia e richards
557,david d wentzloff
558,lakshmi p kunju
559,david r engelke
560,kang g shin
561,anuj kumar
562,richard l neitzel
563,fred kraus
564,stephen v gliske
565,edward a hurvitz
566,sue moenter
567,rose cory
568,steven a goldstein
569,george c curtis
570,caren s goldberg
571,dafydd g thomas
572,deborah e goldberg
573,jeffrey e terrell
574,mitchell m goodsitt
575,byron g thompson
576,trachette l jackson
577,elizabeth a tibbetts
578,barbara a israel
579,john jg tesmer
580,muneesh tewari
581,theodore iwashyna
582,michael thouless
583,david m williams
584,jeffrey l curtis
585,avraham eisbruch
586,james s jackson
587,rebecca cunningham
588,yolanda r smith
589,israel liberzon
590,barbara j mckenna
591,nancy k janz
592,jeffrey b fowlkes
593,irwin j goldstein
594,thomas w glover
595,ursula h jakob
596,andrew p lieberman
597,meng tan
598,howard c crawford
599,joseph t dvonch
600,james a cranford
601,james e montie
602,laurie k mccauley
603,benjamin l margolis
604,carol a fierke
605,valdis v liepa
606,mario l fabiilli
607,thomas c crawford
608,vicki l ellingrod
609,stefan a szymanski
610,marlin u thomas
611,monica tecchio
612,mark moldwin
613,kenneth a jamerson
614,jeremy m taylor
615,david n irani
616,david c smith
617,kirk a frey
618,daniel j goldman
619,bethany b moore
620,gary d smith
621,katherine freese
622,dennis m sylvester
623,richard d gonzalez
624,carol elias
625,christopher r friese
626,xiaogan liang
627,betsy foxman
628,sharon c glotzer
629,mark s mizruchi
630,michael w liemohn
631,janet l smith
632,lesli skolarus
633,sergey m chernyak
634,john p hayes
635,peter m chen
636,ronald d chervin
637,seth a warschausky
638,david k wehe
639,wei cheng
640,richard e harris
641,joel m weinberg
642,daniel h weissman
643,yongqun he
644,gary w harper
645,wendell w weber
646,stephen w chensue
647,zhong he
648,william d chey
649,afton hassett
650,lucy waskell
651,kim f hayes
652,catherine webb
653,jun wei
654,david r weir
655,paul b watta
656,stephen t chermack
657,marcelline r harris
658,charles r meyer
659,sarah t hawley
660,shuang wei
661,yuqing chen
662,daniel j chiego jr
663,alon z weizer
664,michael p wellman
665,stanley j chetcuti
666,jianyong chen
667,daniel welling
668,megan haymart
669,kristen s harrison
670,john t wei
671,peter d miller
672,william j weadock
673,roberto d merlin
674,christopher j miller
675,joseph m messana
676,shahzad i mian
677,neeraj chaudhary
678,linda m chatters
679,thomas l chenevert
680,stanley j watson jr
681,rodney a hayward
682,lee w hartmann
683,kenneth e warner
684,xuming he
685,lois s weisman
686,john r charpie
687,daniel f hayes
688,zhan chen
689,lisa h harris
690,jeffrey s warren
691,alan b weder
692,william f weitzel iii
693,theodore h welling iii
694,richard v harrison
695,james e weber
696,peter d washabaugh
697,jason b weinberg
698,huijun wei
699,ilana chefetz menaker
700,nan e hatch
701,laraine l washer
702,jill r cherry-bukowiec
703,tianyuan he
704,gary m weiner
705,ming chen
706,wilson chimbira
707,jane a hassinger
708,guohong he
709,brian weeks
710,reema a hasan
711,john c cheney
712,brendan haug
713,samantha r hauff
714,davoren a chick
715,bishr haydar
716,jowei chen
717,weiyun chen
718,david healy
719,daphne c watkins
720,yubao chen
721,gail l warden
722,brian j weatherson
723,andre weimerskirch
724,lena chen
725,grace y chen
726,cynthia a chestek
727,rusty chavey
728,deborah j watkins
729,luyun chen
730,hongwei chen
731,steven e harte
732,mark chiang
733,nyeema c harris
734,jeffrey chick
735,khaled hassan
736,steven b chinn
737,melissa y wei
738,daniel harper
739,hao chen
740,tabbye m chavous
741,david r chesney
742,beata chertok
743,paroma chatterjee
744,stephen m ward
745,mark s hausman
746,fauziya hassan
747,kristin a hass
748,anita l hart
749,yu-chih chen
750,sarah hartley
751,rita c chin
752,mai hassan
753,lucy hartley
754,rudolph t ware
755,parta hatamizadeh
756,anne g hartigan
757,zhi he
758,qiang wei
759,mark e meyerhoff
760,josef m miller
761,daniel e michele
762,joanna m millunchick
763,alison l miller
764,richard a miller
765,janis m miller
766,william j meurer
767,jon m miller
768,eric michielssen
769,radoslaw l michalowski
770,robert m merion
771,george michailidis
772,shelie miller
773,joshua d miller
774,kenneth mills
775,christi a merrill
776,edgar meyhofer
777,gary d luker
778,robert w mickey
779,jonathan e luntz
780,tiya a miles
781,juan f lopez
782,betsy lozoff
783,lori lowe
784,nicholas w lukacs
785,wei lu
786,douglas l miller
787,brian j love
788,julie c lumeng
789,bruce s miller
790,david c miller
791,kathryn e luker
792,carey n lumeng
793,andrei l lomize
794,david e meyer
795,marisa miceli
796,jimmy c lu
797,steven k lundy
798,rada mihalcea
799,maclovio j lopez
800,ryan e mills
801,barbra s miller
802,nestor l lopez-duran
803,jianfeng lu
804,lillian min
805,luis f lopez-santiago
806,matthew t lorincz
807,kevin f miller
808,marie m lozon
809,isabelle ma lombaert
810,david a miller
811,brian k min
812,ann l miller
813,michelle l mierzwa
814,eric p lormand
815,kera e luckritz
816,joshua l miller
817,ashley e lucas
818,allan lumba
819,temenuzhka mihaylova
820,sonya r miller
821,amy c miller
822,sarah m miller
823,david r lucas
824,anatoli n lopatin
825,nancy g love
826,david lombard
827,lisa kane low
828,dean s louis
829,jody r lori
830,wei lu
831,david k lubensky
832,eve d losman
833,mark j lowell
834,donald s lopez jr
835,rebecca m lombel-fahim
836,amanda d lotz
837,michael pl lukela
838,wolfgang b lorenzon
839,david m lubman
840,malcolm j low
841,pedro lowenstein
842,daniel lucas-alcaraz
843,zachary london
844,william s lovejoy
845,john w miller
846,ming luo
847,rafael meza
848,john p mills
849,henry m wellman
850,craig harris
851,carol e chenoweth
852,andrew n hashikawa
853,philip s hart
854,john g cherng
855,james a hayman
856,ronald a wasserman
857,gary s was
858,jennifer s weizer
859,silke-maria weineck
860,jarrod l hayes
861,deneen m wellik
862,xiuli chao
863,guoan chen
864,christopher j watson
865,vivian cheung
866,ashish wasnik
867,larry charleston iv
868,stephen j weiss
869,rebecca hasson
870,william l hasler
871,matt r chapman
872,lee r warren
873,kathryn a eaton
874,rachel s goldman
875,matthew e spector
876,michael flynn
877,ian hiskens
878,jeffrey k liker
879,roman vershynin
880,joel j gagnier
881,alfred o hero iii
882,debra a thompson
883,nancy fleischer
884,brandon j aragona
885,todd j herron
886,aubree gordon
887,carl e schneider
888,joel a smoller
889,george gloeckler
890,margaret e gnegy
891,nicholas b langhals
892,robert c thompson
893,lisa j molnar
894,sarah a stoddard
895,photios g ioannou
896,laura d hirshbein
897,srinivas chiravuri
898,alexandra stern
899,scott d gitlin
900,hiroyuki hirai
901,deborah levine
902,judith l heidebrink
903,daniel l hertz
904,jolynn p montgomery
905,greg m thurber
906,thomas j templin
907,todd a irwin
908,sugih jamin
909,sarah g thomason
910,teresa l jacobs
911,xuwen liu
912,william j gehring
913,james c stanley
914,jeffrey l stein
915,john m carethers
916,james g stevenson
917,j stuart wolf jr
918,clayton d scott
919,mark c hannibal
920,kent v flannery
921,david j bradley
922,christopher j sonnenday
923,dale w litzenberg
924,gail d winger
925,joshua b spitz
926,maria j silveira
927,emily c somers
928,john d piette
929,beverly i strassmann
930,paul t hoff
931,sally a camper
932,quentin f stout
933,walter lasecki
934,gerry higgins
935,jeffrey t scruggs
936,rakesh latchamsetty
937,daniela a wittmann
938,vanessa sih
939,susan l garetz
940,ronald w woodard
941,maria a woodward
942,robert b stephenson
943,irina d pogozheva
944,lee f schroeder
945,peter x song
946,charles a cain
947,j r liu
948,ming-sing si
949,louise willingale
950,frank p stafford
951,charles f sing
952,thomas m schmidt
953,theodore j standiford
954,francis p worden
955,rita loch-caruso
956,david pinsky
957,amy jo schulz
958,dean e brenner
959,thomas e wilson
960,christian m lastoskie
961,richard e burney
962,christine e canman
963,paul g gauger
964,elaine m caoili
965,sandra i camelo-piragua
966,darrell a campbell jr
967,cheng-mao lin
968,robert e sigler
969,brian m hicks
970,peter f ehrlich
971,kathleen h sienko
972,lynda d lisabeth
973,faye s silverstein
974,andrew d campbell
975,michelle s caird
976,almantas galvanauskas
977,rebecca a lange
978,monica n starkman
979,george a lavoie
980,ka kit wong
981,bertram pitt
982,martin j strauss
983,avery h demond
984,chad brenner
985,krishnakumar r garikipati
986,david c musch
987,kirk j brower
988,kevin k tremper
989,steven w bruch
990,juanita l merchant
991,viswanath nagarajan
992,catherine j brandon
993,anish tuteja
994,mircea i mustata
995,katherine jo gold
996,randall w brown
997,reshma jagsi
998,stephane lafortune
999,leung tsang
1000,susan murray
1001,john w halloran
1002,jorge delva
1003,varsha mehta
1004,dana dolinoy
1005,frank c brosius iii
1006,richard a defazio
1007,sofia d merajver
1008,carlos f mendes de leon
1009,scott a tomlins
1010,kristy k brock
1011,daniel d myers jr
1012,david c munson jr
1013,robyn j burnham
1014,raymond g de vries
1015,macdonald dick ii
1016,roland p kwok
1017,vijayan n nair
1018,richard m laine
1019,robert dick
1020,marjorie c treadwell
1021,pingsha dong
1022,robert d brook
1023,vaman m naik
1024,khalil najafi
1025,sarah a burgard
1026,roger d de roo
1027,ronald j buckanovich
1028,ivaylo d dinov
1029,laurence a boxer
1030,olubukola nafiu
1031,parag b deotare
1032,venkatesh l murthy
1033,michelle a meade
1034,levi t thompson
1035,kelli a sullivan
1036,matthew j dimagno
1037,valeria m bertacco
1038,jieping ye
1039,mohammed akaaboune
1040,matthew a young
1041,ben torralva
1042,david a jamadar
1043,chitra subramanian
1044,eytan adar
1045,steven c goldstein
1046,richard s kwon
1047,rodica busui
1048,alan m mellow
1049,bing ye
1050,james l abelson
1051,jeremy b sussman
1052,kentaro nabeshima
1053,priscilla k tucker
1054,hakan demirci
1055,raymond adili
1056,valeriy y ivanov
1057,vibha n lama
1058,ram k menon
1059,mark kushner
1060,john p boyd
1061,zora djuric
1062,joel n bregman
1063,jeffrey l myers
1064,chris j dickinson
1065,andrea todisco
1066,frank la marca
1067,susan h brown
1068,john del valle
1069,kenneth adams
1070,darin zahuranec
1071,terrill bravender jr
1072,jeremy adler
1073,mary-ann mycek
1074,ben a dwamena
1075,ellen m smith
1076,yaping sun
1077,richard l lewis
1078,ali m elkateeb
1079,hugh jl garton
1080,kristina i hakansson
1081,kevin fu
1082,charles b smith
1083,debbie gipson
1084,emily m fredericks
1085,stephen e sullivan
1086,will hansen
1087,andrew j haig
1088,selena y smith
1089,akke n talsma
1090,sioban d harlow
1091,christos skouteris
1092,christine a aidala
1093,zhenhua yang
1094,jason corso
1095,jing christine c ye
1096,hope k haefner
1097,karen e hall
1098,bonnie m hagerty
1099,carl w akerlof
1100,james e aikens
1101,vincent b young
1102,c r bingham
1103,ehsan afshari
1104,paul w harms
1105,david n zacks
1106,pallab k bhattacharya
1107,vijay g subramanian
1108,david blaauw
1109,abigail w bigham
1110,victor c yang
1111,janet s biermann
1112,sanford c bledsoe jr
1113,john e billi
1114,regina s baucom
1115,joseph p gone
1116,joel d blum
1117,kathleen m potempa
1118,tailen hsing
1119,matthew d collette
1120,jeffrey c horowitz
1121,dawn m tilbury
1122,james d gleason
1123,richmond h thomason
1124,scott e barolo
1125,valeriy m tenishev
1126,alexander barvinok
1127,jennifer s barber
1128,mark a tessler
1129,jeremy n bassis
1130,sami j barmada
1131,kanishka t jayasundera
1132,liang qi
1133,diana m gomez hassan
1134,mona l goldman
1135,jennifer romano
1136,takamasa inoue
1137,ana baylin
1138,porama thanaporn
1139,charles w ross
1140,robert f beck
1141,jingwen hu
1142,xianglei huang
1143,ken powell
1144,jeffrey d punch
1145,edward d rothman
1146,robert s jansen
1147,tomasz k baumiller
1148,mark a barteau
1149,katarina t borer
1150,ling qi
1151,frederic c blow
1152,esther h bay
1153,erhan bayraktar
1154,masahito jimbo
1155,edward l bove
1156,peter l smith
1157,carlos gonzalez
1158,elliot tapper
1159,sonia m tiquia-arashiro
1160,trilokraj tejasvi
1161,daniel r goldstein
1162,daniel eisenberg
1163,ari gafni
1164,timothy y james
1165,harry lt mobley
1166,paul n courant
1167,mary r janevic
1168,jose jalife
1169,robert j fontana
1170,tamas i gombosi
1171,james b froehlich
1172,xiao-yan li
1173,arul m chinnaiyan
1174,pravansu s mohanty
1175,ambuj tewari
1176,ann e jeffers
1177,oleg y gnedin
1178,rama jasty-rao
1179,joel b slemrod
1180,jonathan l eliason
1181,ethan a smith
1182,thomas j giordano
1183,alison mondul
1184,christiane jablonowski
1185,jenna goesling
1186,michael p thomas
1187,elizabeth jackson
1188,ji-yao li
1189,lori l isom
1190,philip c hanna
1191,luigi franchi
1192,jess g thoene
1193,russell s taichman
1194,gary d hammer
1195,dennis crowley
1196,holly jarman
1197,demosthenis teneketzis
1198,denise g tate
1199,marisa c eisenberg
1200,mohammed n islam
1201,edward l ionides
1202,david e smith
1203,james t elder
1204,benjamin hampstead
1205,anne j mcneil
1206,marcus d jarboe
1207,jonathan w haft
1208,pinghua gong
1209,simon glynn
1210,peter d jacobson
1211,toby c lewis
1212,craig a jaffe
1213,kai s cortina
1214,gregory g tall
1215,polly y gipson
1216,jason e goldstick
1217,marc c thorne
1218,jaclyn m goodrich
1219,igor v sokolov
1220,vesna ivancic
1221,mohamad h tiba
1222,gary d glick
1223,linda l tesar
1224,jon a jacobson
1225,tao li
1226,lona mody
1227,william j glover
1228,chris m hall
1229,nathaniel szymczak
1230,hernan f gomez
1231,jianping fu
1232,david tindle
1233,monica m goble
1234,thomas f lam
1235,rocio titiunik
1236,rachel l glick
1237,lauren b smith
1238,kyger c lohmann
1239,arland d thornton
1240,paula goforth
1241,jeffrey s montgomery
1242,brian p coppola
1243,christine m freeman
1244,marita g titler
1245,randall k ten haken
1246,william l smith
1247,arnold s monto
1248,kali ak israel
1249,henry j temple
1250,achim timmermann
1251,aditi thapar
1252,theresa l tinkle
1253,nik theyyunni
1254,thor thorsson
1255,judith t irvine
1256,cathy goldstein
1257,patrick e gipson
1258,david p gold
1259,jill l jakubus
1260,magdalena i ivanova
1261,shigeki iwase
1262,marcos l montagnini
1263,volker w elling
1264,inas h thomas
1265,barbara s freeland
1266,melissa c dyson
1267,gopinath tiruchinapally
1268,nicola terrenato
1269,richard janko
1270,fatma m gocek
1271,johann gagnon bartsch
1272,jeffrey b smerage
1273,amy n thompson
1274,heather a thompson
1275,aaron t frank
1276,cody thompson
1277,edie n goldenberg
1278,shandra l james
1279,ellen l janke
1280,dena goodman
1281,zhaoyu li
1282,sidonie a smith
1283,nicolette m gabel
1284,stefanus jasin
1285,olaya l solis
1286,lisa irwin
1287,linda b terrell
1288,karla t taylor
1289,roger d smith
1290,michael w smith-wheelock
1291,candace i moore
1292,marjorie levinson
1293,sara c frost
1294,alison cornish
1295,brandon d smith
1296,paul r smythe
1297,xiaobing tang
1298,james f szocik
1299,sharon l swindell
1300,pamela j smock
1301,james w teener
1302,gyorgyi csankovszki
1303,timothy t cornell
1304,siming li
1305,lingjia tang
1306,ian h lewis
1307,hugh l montgomery
1308,corentin m cras-meneur
1309,alice telesnitsky
1310,david g frame
1311,daniel h teitelbaum
1312,james j moon
1313,lawrence sklar
1314,joshua r ehrlich
1315,qiao li
1316,paul n edwards
1317,bruce s elenbogen
1318,elizaveta levina
1319,david a fox
1320,michelle moniz
1321,adeyiza momoh
1322,justin k edmondson
1323,andrew snowden
1324,rajen j mody
1325,nicholas szerlip
1326,zvi y gitelman
1327,angela ebreo
1328,katherine l french
1329,paul r lichter
1330,haijun li
1331,bethany a mohr
1332,anthony j courey
1333,jenny montejo
1334,frieda ekotto
1335,scott soleimanpour
1336,david montiel taboada
1337,sayyed a sohrab
1338,gabriel solomon
1339,samir k gadepalli
1340,melanie s tanielian
1341,monica dus
1342,bruce a furr
1343,sean p edwards
1344,hilary m haftel
1345,gabriel corfas
1346,jianming li
1347,yuji mishina
1348,john d monnier
1349,terry smith
1350,donald likosky
1351,gary l freed
1352,maria c cruz da silva castro
1353,frank w moler
1354,tom fricke
1355,robert j franzese jr
1356,alison b durham
1357,qing li
1358,mahmoud el azzouny
1359,julian a levinson
1360,benjamin c cornwall
1361,magnus teig
1362,ryan cunnane
1363,kyle cuneo
1364,robert m eber
1365,aline j cotel
1366,timothy frankel
1367,alan taub
1368,jun li
1369,sara d adar
1370,joseph n eisenberg
1371,stephen a smith
1372,paul p cronin
1373,jennifer a smith
1374,stephan f taylor
1375,susan taichman
1376,john d blaha
1377,joel a swanson
1378,gerald d abrams
1379,carolyn w swenson
1380,wen ye
1381,christopher s monk
1382,keith d aaronson
1383,nancy j birkmeyer
1384,rima a mohammad
1385,karthik duraisamy
1386,amit misra
1387,jie li
1388,steven t cundiff
1389,veera sundararaghavan
1390,steven j skerlos
1391,prabal dutta
1392,sergey mironov
1393,randall s sung
1394,kathleen a stringer
1395,michele s swanson
1396,kim a eagle
1397,raymond l yung
1398,twila z tardif
1399,wayne t cornblath
1400,peretz p friedmann
1401,christopher k bichakjian
1402,robert c dysko
1403,deena costa
1404,alex f bielajew
1405,peter j strouse
1406,r a blackwood
1407,yin lu young
1408,lu li
1409,robert s fuller
1410,john e foster
1411,anita sw craig
1412,robin s edelstein
1413,richard lichtenstein
1414,oscar ybarra
1415,david b dyke
1416,lilia m cortina
1417,sandra r levitsky
1418,richard a frazin
1419,markus bitzer
1420,james corbett
1421,helen g levy
1422,john c mitani
1423,ritesh mistry
1424,laurel e moore
1425,patricia a abbott
1426,moshe talpaz
1427,liliana cortes-ortiz
1428,faisal syed
1429,beverly m yashar
1430,cagri g besirli
1431,philip j gage
1432,g ying li
